Kanji°,WaniKani Level°,JLPT°,Joyo Grade¤,Main Freq Rank°,Main Freq Group°,Wiki Freq (2023)†,News Freq (2023)†
却,WaniKani::L38,JLPT::N1,JoyoGrade::XX,959,Freq::F2,1194,858
端,WaniKani::L27,JLPT::N1,JoyoGrade::XX,960,Freq::F2,753,1056
賃,WaniKani::L33,JLPT::N1,JoyoGrade::XX,961,Freq::F2,1410,1243
折,WaniKani::L14,JLPT::N3,JoyoGrade::XX,962,Freq::F2,1012,1014
紹,WaniKani::L35,JLPT::N2,JoyoGrade::XX,963,Freq::F2,903,1028
獲,WaniKani::L40,JLPT::N1,JoyoGrade::XX,964,Freq::F2,707,451
郡,WaniKani::L51,JLPT::N1,JoyoGrade::XX,965,Freq::F2,276,1249
併,WaniKani::L38,JLPT::N1,JoyoGrade::XX,966,Freq::F2,631,823
草,WaniKani::L05,JLPT::N3,JoyoGrade::XX,967,Freq::F2,765,830
徹,WaniKani::L41,JLPT::N1,JoyoGrade::XX,968,Freq::F2,1228,1117
飲,WaniKani::L10,JLPT::N4,JoyoGrade::XX,969,Freq::F2,1153,797
貴,WaniKani::L34,JLPT::N1,JoyoGrade::XX,970,Freq::F2,750,1169
埼,WaniKani::L39,JLPT::XX,JoyoGrade::XX,971,Freq::F2,1034,623
衝,WaniKani::L40,JLPT::N1,JoyoGrade::XX,972,Freq::F2,1218,771
焦,WaniKani::L42,JLPT::N1,JoyoGrade::XX,973,Freq::F2,1814,1482
奪,WaniKani::L39,JLPT::N1,JoyoGrade::XX,974,Freq::F2,935,854
雇,WaniKani::L39,JLPT::N2,JoyoGrade::XX,975,Freq::F2,1316,820
災,WaniKani::L20,JLPT::N1,JoyoGrade::XX,976,Freq::F2,833,395
浦,WaniKani::L51,JLPT::N1,JoyoGrade::XX,977,Freq::F2,695,635
暮,WaniKani::L33,JLPT::N3,JoyoGrade::XX,978,Freq::F2,1181,1257
替,WaniKani::L25,JLPT::N2,JoyoGrade::XX,979,Freq::F2,694,743
析,WaniKani::L42,JLPT::N1,JoyoGrade::XX,980,Freq::F2,1171,1042
預,WaniKani::L30,JLPT::N2,JoyoGrade::XX,981,Freq::F2,1542,1247
焼,WaniKani::L18,JLPT::N2,JoyoGrade::XX,982,Freq::F2,978,809
簡,WaniKani::L33,JLPT::N2,JoyoGrade::XX,983,Freq::F2,1155,1297
譲,WaniKani::L39,JLPT::N1,JoyoGrade::XX,984,Freq::F2,1056,927
称,WaniKani::L38,JLPT::N1,JoyoGrade::XX,985,Freq::F2,269,704
肉,WaniKani::L05,JLPT::N4,JoyoGrade::XX,986,Freq::F2,995,682
納,WaniKani::L33,JLPT::N1,JoyoGrade::XX,987,Freq::F2,993,1066
樹,WaniKani::L41,JLPT::N1,JoyoGrade::XX,988,Freq::F2,644,1003
挑,WaniKani::L42,JLPT::N1,JoyoGrade::XX,989,Freq::F2,1086,1151
章,WaniKani::L12,JLPT::N2,JoyoGrade::XX,990,Freq::F2,558,997
臓,WaniKani::L34,JLPT::N2,JoyoGrade::XX,991,Freq::F2,1516,999
律,WaniKani::L23,JLPT::N2,JoyoGrade::XX,992,Freq::F2,934,965
誘,WaniKani::L27,JLPT::N1,JoyoGrade::XX,993,Freq::F2,1058,979
紛,WaniKani::L42,JLPT::N1,JoyoGrade::XX,994,Freq::F2,1522,1286
貸,WaniKani::L27,JLPT::N4,JoyoGrade::XX,995,Freq::F2,1397,1366
至,WaniKani::L41,JLPT::N1,JoyoGrade::XX,996,Freq::F2,888,1037
宗,WaniKani::L29,JLPT::N1,JoyoGrade::XX,997,Freq::F2,607,1097
促,WaniKani::L29,JLPT::N1,JoyoGrade::XX,998,Freq::F2,1466,1173
慎,WaniKani::L39,JLPT::N1,JoyoGrade::XX,999,Freq::F2,1450,1065
控,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1000,Freq::F2,1543,994
贈,WaniKani::L38,JLPT::N2,JoyoGrade::XX,1001,Freq::F3,1364,1199
智,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1002,Freq::F3,922,1044
握,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1003,Freq::F3,1453,1230
照,WaniKani::L30,JLPT::N2,JoyoGrade::XX,1004,Freq::F3,648,1075
宙,WaniKani::L19,JLPT::N1,JoyoGrade::XX,1005,Freq::F3,814,705
酒,WaniKani::L10,JLPT::N3,JoyoGrade::XX,1006,Freq::F3,894,694
俊,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1007,Freq::F3,988,1178
銭,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1008,Freq::F3,1509,1355
薄,WaniKani::L40,JLPT::N2,JoyoGrade::XX,1009,Freq::F3,1406,1639
堂,WaniKani::L17,JLPT::N4,JoyoGrade::XX,1010,Freq::F3,563,958
渋,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1011,Freq::F3,1150,998
群,WaniKani::L39,JLPT::N2,JoyoGrade::XX,1012,Freq::F3,688,937
銃,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1013,Freq::F3,961,791
悲,WaniKani::L17,JLPT::N3,JoyoGrade::XX,1014,Freq::F3,1387,1208
秒,WaniKani::L11,JLPT::N2,JoyoGrade::XX,1015,Freq::F3,978,616
操,WaniKani::L33,JLPT::N1,JoyoGrade::XX,1016,Freq::F3,823,1000
携,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1017,Freq::F3,901,631
奥,WaniKani::L38,JLPT::N2,JoyoGrade::XX,1018,Freq::F3,938,1203
診,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1019,Freq::F3,1213,1030
詰,WaniKani::L29,JLPT::N2,JoyoGrade::XX,1020,Freq::F3,1318,1166
託,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1021,Freq::F3,1161,1177
晴,WaniKani::L15,JLPT::N3,JoyoGrade::XX,1022,Freq::F3,1136,1226
撮,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1023,Freq::F3,757,967
誕,WaniKani::L22,JLPT::N1,JoyoGrade::XX,1024,Freq::F3,950,973
侵,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1025,Freq::F3,1066,877
括,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1026,Freq::F3,1297,1352
掛,WaniKani::L25,JLPT::N3,JoyoGrade::XX,1027,Freq::F3,852,920
謝,WaniKani::L13,JLPT::N1,JoyoGrade::XX,1028,Freq::F3,1280,700
双,WaniKani::L42,JLPT::N2,JoyoGrade::XX,1029,Freq::F3,1006,1158
孝,WaniKani::L40,JLPT::XX,JoyoGrade::XX,1030,Freq::F3,1030,1347
刺,WaniKani::L20,JLPT::N2,JoyoGrade::XX,1031,Freq::F3,1165,834
到,WaniKani::L42,JLPT::N3,JoyoGrade::XX,1032,Freq::F3,1129,844
駆,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1033,Freq::F3,861,1126
寝,WaniKani::L22,JLPT::N3,JoyoGrade::XX,1034,Freq::F3,1452,1127
透,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1035,Freq::F3,1423,1475
津,WaniKani::L36,JLPT::N1,JoyoGrade::XX,1036,Freq::F3,400,431
壁,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1037,Freq::F3,1098,1246
稲,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1038,Freq::F3,957,955
仮,WaniKani::L09,JLPT::N1,JoyoGrade::XX,1039,Freq::F3,800,1137
暗,WaniKani::L13,JLPT::N3,JoyoGrade::XX,1040,Freq::F3,992,1299
裂,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1041,Freq::F3,1308,1301
敏,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1042,Freq::F3,1227,1360
鳥,WaniKani::L07,JLPT::N4,JoyoGrade::XX,1043,Freq::F3,726,610
純,WaniKani::L34,JLPT::N2,JoyoGrade::XX,1044,Freq::F3,928,1149
是,WaniKani::L17,JLPT::N1,JoyoGrade::XX,1045,Freq::F3,1796,1532
飯,WaniKani::L15,JLPT::N4,JoyoGrade::XX,1046,Freq::F3,1032,1384
排,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1047,Freq::F3,1184,1116
裕,WaniKani::L20,JLPT::N1,JoyoGrade::XX,1048,Freq::F3,933,1283
堅,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1049,Freq::F3,1578,1663
訳,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1050,Freq::F3,618,765
盗,WaniKani::L30,JLPT::N3,JoyoGrade::XX,1051,Freq::F3,1126,757
芝,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1052,Freq::F3,1144,1106
綱,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1053,Freq::F3,1205,1277
吸,WaniKani::L22,JLPT::N3,JoyoGrade::XX,1054,Freq::F3,1043,1008
典,WaniKani::L16,JLPT::N1,JoyoGrade::XX,1055,Freq::F3,329,80
賀,WaniKani::L22,JLPT::N1,JoyoGrade::XX,1056,Freq::F3,601,637
扱,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1057,Freq::F3,808,983
顧,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1058,Freq::F3,1294,1110
弘,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1059,Freq::F3,827,1071
看,WaniKani::L23,JLPT::N1,JoyoGrade::XX,1060,Freq::F3,1244,1245
訟,WaniKani::L25,JLPT::N1,JoyoGrade::XX,1061,Freq::F3,1622,947
戒,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1062,Freq::F3,1386,707
祉,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1063,Freq::F3,1354,1392
誉,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1064,Freq::F3,1050,1088
歓,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1065,Freq::F3,1837,1124
勉,WaniKani::L12,JLPT::N4,JoyoGrade::XX,1066,Freq::F3,1552,1747
奏,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1067,Freq::F3,705,1508
勧,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1068,Freq::F3,1436,952
騒,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1069,Freq::F3,1383,1164
翌,WaniKani::L30,JLPT::N2,JoyoGrade::XX,1070,Freq::F3,722,865
陽,WaniKani::L12,JLPT::N3,JoyoGrade::XX,1071,Freq::F3,623,749
閥,WaniKani::L19,JLPT::N1,JoyoGrade::XX,1072,Freq::F3,1853,1846
甲,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1073,Freq::F3,734,644
快,WaniKani::L30,JLPT::N2,JoyoGrade::XX,1074,Freq::F3,1085,1013
縄,WaniKani::L36,JLPT::N1,JoyoGrade::XX,1075,Freq::F3,983,557
片,WaniKani::L39,JLPT::N2,JoyoGrade::XX,1076,Freq::F3,899,1234
郷,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1077,Freq::F3,728,1294
敬,WaniKani::L33,JLPT::N2,JoyoGrade::XX,1078,Freq::F3,1138,1368
揺,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1079,Freq::F3,1717,1228
免,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1080,Freq::F3,1051,915
既,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1081,Freq::F3,1059,871
薦,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1082,Freq::F3,1607,1155
隣,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1083,Freq::F3,875,1153
悩,WaniKani::L27,JLPT::N2,JoyoGrade::XX,1084,Freq::F3,1473,1638
華,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1085,Freq::F3,727,838
泉,WaniKani::L12,JLPT::N2,JoyoGrade::XX,1086,Freq::F3,596,693
御,WaniKani::L39,JLPT::N3,JoyoGrade::XX,1087,Freq::F3,523,1049
範,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1088,Freq::F3,989,995
隠,WaniKani::L25,JLPT::N1,JoyoGrade::XX,1089,Freq::F3,1021,1122
冬,WaniKani::L03,JLPT::N4,JoyoGrade::XX,1090,Freq::F3,1016,1034
徳,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1091,Freq::F3,564,812
皮,WaniKani::L05,JLPT::N2,JoyoGrade::XX,1092,Freq::F3,1186,1446
哲,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1093,Freq::F3,970,1172
漁,WaniKani::L37,JLPT::N2,JoyoGrade::XX,1094,Freq::F3,1288,1063
杉,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1095,Freq::F3,941,1148
里,WaniKani::L05,JLPT::XX,JoyoGrade::XX,1096,Freq::F3,593,792
釈,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1097,Freq::F3,783,832
己,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1098,Freq::F3,1121,1321
荒,WaniKani::L42,JLPT::N2,JoyoGrade::XX,1099,Freq::F3,995,1101
貯,WaniKani::L26,JLPT::N2,JoyoGrade::XX,1100,Freq::F3,1569,1632
硬,WaniKani::L45,JLPT::N2,JoyoGrade::XX,1101,Freq::F3,1418,1398
妥,WaniKani::L14,JLPT::N1,JoyoGrade::XX,1102,Freq::F3,2039,1889
威,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1103,Freq::F3,1200,1420
豪,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1104,Freq::F3,1124,884
熊,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1105,Freq::F3,829,795
歯,WaniKani::L12,JLPT::N3,JoyoGrade::XX,1106,Freq::F3,1164,1363
滞,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1107,Freq::F3,1441,991
微,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1108,Freq::F3,1287,1513
隆,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1109,Freq::F3,886,984
埋,WaniKani::L19,JLPT::N2,JoyoGrade::XX,1110,Freq::F3,1262,1237
症,WaniKani::L27,JLPT::N1,JoyoGrade::XX,1111,Freq::F3,877,664
暫,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1112,Freq::F3,1688,1214
忠,WaniKani::L33,JLPT::N1,JoyoGrade::XX,1113,Freq::F3,846,1413
倉,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1114,Freq::F3,602,918
昼,WaniKani::L15,JLPT::N4,JoyoGrade::XX,1115,Freq::F3,1409,1375
茶,WaniKani::L06,JLPT::N4,JoyoGrade::XX,1116,Freq::F3,1001,1346
彦,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1117,Freq::F3,746,923
肝,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1118,Freq::F3,1830,1505
柱,WaniKani::L40,JLPT::N2,JoyoGrade::XX,1119,Freq::F3,1434,1423
喚,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1120,Freq::F3,1701,1803
沿,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1121,Freq::F3,738,919
妙,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1122,Freq::F3,1348,1680
唱,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1123,Freq::F3,990,1302
祭,WaniKani::L12,JLPT::N2,JoyoGrade::XX,1124,Freq::F3,637,911
袋,WaniKani::L42,JLPT::N2,JoyoGrade::XX,1125,Freq::F3,1216,1077
阿,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1126,Freq::F3,859,989
索,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1127,Freq::F3,1151,737
誠,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1128,Freq::F3,1089,1159
忘,WaniKani::L18,JLPT::N3,JoyoGrade::XX,1129,Freq::F3,1563,1559
襲,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1130,Freq::F3,834,1050
雪,WaniKani::L07,JLPT::N3,JoyoGrade::XX,1131,Freq::F3,951,683
筆,WaniKani::L26,JLPT::N2,JoyoGrade::XX,1132,Freq::F3,923,1195
吹,WaniKani::L40,JLPT::N3,JoyoGrade::XX,1133,Freq::F3,915,1105
訓,WaniKani::L18,JLPT::N2,JoyoGrade::XX,1134,Freq::F3,1100,1213
懇,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1135,Freq::F3,2001,1825
浴,WaniKani::L16,JLPT::N2,JoyoGrade::XX,1136,Freq::F3,1419,1307
俳,WaniKani::L23,JLPT::N1,JoyoGrade::XX,1137,Freq::F3,955,904
童,WaniKani::L12,JLPT::N2,JoyoGrade::XX,1138,Freq::F3,1026,1062
宝,WaniKani::L04,JLPT::N2,JoyoGrade::XX,1139,Freq::F3,638,1076
柄,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1140,Freq::F3,1125,1067
驚,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1141,Freq::F3,1575,1265
麻,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1142,Freq::F3,806,730
封,WaniKani::L43,JLPT::N2,JoyoGrade::XX,1143,Freq::F3,1095,1305
胸,WaniKani::L18,JLPT::N2,JoyoGrade::XX,1144,Freq::F3,1422,1378
娘,WaniKani::L29,JLPT::N3,JoyoGrade::XX,1145,Freq::F3,758,1267
砂,WaniKani::L33,JLPT::N2,JoyoGrade::XX,1146,Freq::F3,1010,786
李,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1147,Freq::F3,1272,1551
塩,WaniKani::L17,JLPT::N2,JoyoGrade::XX,1148,Freq::F3,986,1507
浩,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1149,Freq::F3,1048,1206
誤,WaniKani::L34,JLPT::N3,JoyoGrade::XX,1150,Freq::F3,1240,807
剤,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1151,Freq::F3,1229,735
瀬,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1152,Freq::F3,675,926
趣,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1153,Freq::F3,1270,1424
陥,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1154,Freq::F3,1320,1371
斎,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1155,Freq::F3,1252,1338
貫,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1156,Freq::F3,1142,1328
仙,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1157,Freq::F3,942,954
慰,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1158,Freq::F3,1656,1428
賢,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1159,Freq::F3,1209,1472
序,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1160,Freq::F3,1267,1454
弟,WaniKani::L05,JLPT::N4,JoyoGrade::XX,1161,Freq::F3,691,1167
旬,WaniKani::L37,JLPT::N1,JoyoGrade::XX,1162,Freq::F3,1334,941
腕,WaniKani::L24,JLPT::N2,JoyoGrade::XX,1163,Freq::F3,1107,1441
兼,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1164,Freq::F3,864,1209
聖,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1165,Freq::F3,622,1007
旨,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1166,Freq::F3,1521,1196
即,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1167,Freq::F3,1212,1090
洗,WaniKani::L18,JLPT::N3,JoyoGrade::XX,1168,Freq::F3,1329,1563
柳,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1169,Freq::F3,1019,1232
舎,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1170,Freq::F3,740,860
偽,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1171,Freq::F3,1366,536
較,WaniKani::L26,JLPT::N1,JoyoGrade::XX,1172,Freq::F3,1106,1351
覇,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1173,Freq::F3,1145,643
兆,WaniKani::L37,JLPT::N2,JoyoGrade::XX,1174,Freq::F3,1741,901
床,WaniKani::L07,JLPT::N2,JoyoGrade::XX,1175,Freq::F3,1137,1103
畑,WaniKani::L41,JLPT::XX,JoyoGrade::XX,1176,Freq::F3,1201,1391
慣,WaniKani::L25,JLPT::N3,JoyoGrade::XX,1177,Freq::F3,1527,1691
詳,WaniKani::L17,JLPT::N1,JoyoGrade::XX,1178,Freq::F3,910,1031
毛,WaniKani::L03,JLPT::N2,JoyoGrade::XX,1179,Freq::F3,981,1264
緑,WaniKani::L13,JLPT::N2,JoyoGrade::XX,1180,Freq::F3,1039,1390
尊,WaniKani::L33,JLPT::N2,JoyoGrade::XX,1181,Freq::F3,1189,1435
抵,WaniKani::L37,JLPT::N1,JoyoGrade::XX,1182,Freq::F3,1443,1417
脅,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1183,Freq::F3,1604,1147
祝,WaniKani::L24,JLPT::N2,JoyoGrade::XX,1184,Freq::F3,1311,1082
礼,WaniKani::L04,JLPT::N3,JoyoGrade::XX,1185,Freq::F3,1042,1276
窓,WaniKani::L33,JLPT::N3,JoyoGrade::XX,1186,Freq::F3,1214,1227
柔,WaniKani::L43,JLPT::N2,JoyoGrade::XX,1187,Freq::F3,1300,1344
茂,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1188,Freq::F3,1033,1115
犠,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1189,Freq::F3,1663,1128
旗,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1190,Freq::F3,1097,1113
距,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1191,Freq::F3,1007,1185
雅,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1192,Freq::F3,1055,1293
飾,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1193,Freq::F3,1082,1266
網,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1194,Freq::F3,1257,1292
竜,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1195,Freq::F3,879,964
詩,WaniKani::L13,JLPT::N1,JoyoGrade::XX,1196,Freq::F3,932,1494
昔,WaniKani::L11,JLPT::N3,JoyoGrade::XX,1197,Freq::F3,1555,1848
繁,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1198,Freq::F3,1113,1252
殿,WaniKani::L40,JLPT::N2,JoyoGrade::XX,1199,Freq::F3,939,1218
濃,WaniKani::L27,JLPT::N2,JoyoGrade::XX,1200,Freq::F3,1071,1191
翼,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1201,Freq::F3,1073,1406
牛,WaniKani::L03,JLPT::N4,JoyoGrade::XX,1202,Freq::F3,1169,817
茨,WaniKani::L52,JLPT::XX,JoyoGrade::XX,1203,Freq::F3,1259,933
潟,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1204,Freq::F3,994,754
敵,WaniKani::L21,JLPT::N1,JoyoGrade::XX,1205,Freq::F3,773,1504
魅,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1206,Freq::F3,1612,1820
嫌,WaniKani::L20,JLPT::N1,JoyoGrade::XX,1207,Freq::F3,1190,1408
魚,WaniKani::L07,JLPT::N4,JoyoGrade::XX,1208,Freq::F3,979,1419
斉,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1209,Freq::F3,1266,1073
液,WaniKani::L32,JLPT::N2,JoyoGrade::XX,1210,Freq::F3,1036,1281
貧,WaniKani::L30,JLPT::N3,JoyoGrade::XX,1211,Freq::F3,1562,1720
敷,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1212,Freq::F3,927,1146
擁,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1213,Freq::F3,1612,1404
衣,WaniKani::L22,JLPT::N2,JoyoGrade::XX,1214,Freq::F3,940,1341
肩,WaniKani::L24,JLPT::N2,JoyoGrade::XX,1215,Freq::F3,1510,1669
圏,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1216,Freq::F3,1044,1022
零,WaniKani::L46,JLPT::N2,JoyoGrade::XX,1217,Freq::F3,1679,2178
酸,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1218,Freq::F3,866,1271
兄,WaniKani::L05,JLPT::N4,JoyoGrade::XX,1219,Freq::F3,756,1262
罰,WaniKani::L22,JLPT::N1,JoyoGrade::XX,1220,Freq::F3,1539,1052
怒,WaniKani::L27,JLPT::N3,JoyoGrade::XX,1221,Freq::F3,1273,1337
滅,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1222,Freq::F3,836,1187
泳,WaniKani::L09,JLPT::N3,JoyoGrade::XX,1223,Freq::F3,1555,1039
礎,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1224,Freq::F3,1215,1535
腐,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1225,Freq::F3,1715,1765
祖,WaniKani::L32,JLPT::N3,JoyoGrade::XX,1226,Freq::F3,920,1316
幼,WaniKani::L28,JLPT::N2,JoyoGrade::XX,1227,Freq::F3,831,1183
脚,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1228,Freq::F3,185,1198
菱,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1229,Freq::F3,1310,1092
荷,WaniKani::L16,JLPT::N2,JoyoGrade::XX,1230,Freq::F3,1091,1087
潮,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1231,Freq::F3,1076,1394
梅,WaniKani::L17,JLPT::N1,JoyoGrade::XX,1232,Freq::F3,1099,660
泊,WaniKani::L42,JLPT::N2,JoyoGrade::XX,1233,Freq::F3,1378,1327
尽,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1234,Freq::F3,1437,1339
杯,WaniKani::L29,JLPT::N3,JoyoGrade::XX,1235,Freq::F3,1191,671
僕,WaniKani::L12,JLPT::N1,JoyoGrade::XX,1236,Freq::F3,1317,1510
桜,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1237,Freq::F3,921,1182
滑,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1238,Freq::F3,1398,1144
孤,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1239,Freq::F3,1541,1742
黄,WaniKani::L07,JLPT::N2,JoyoGrade::XX,1240,Freq::F3,926,1358
煕,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1241,Freq::F3,2440,2529
炎,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1242,Freq::F3,1068,987
賠,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1243,Freq::F3,1833,1094
句,WaniKani::L18,JLPT::N1,JoyoGrade::XX,1244,Freq::F3,1292,1706
寿,WaniKani::L35,JLPT::XX,JoyoGrade::XX,1245,Freq::F3,1080,1236
鋼,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1246,Freq::F3,1374,2008
頑,WaniKani::L14,JLPT::N1,JoyoGrade::XX,1247,Freq::F3,1831,1397
甘,WaniKani::L36,JLPT::N2,JoyoGrade::XX,1248,Freq::F3,1476,1610
臣,WaniKani::L29,JLPT::N2,JoyoGrade::XX,1249,Freq::F3,719,626
鎖,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1250,Freq::F3,1183,1069
彩,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1251,Freq::F3,1078,1361
摩,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1252,Freq::F3,1004,1488
浅,WaniKani::L15,JLPT::N2,JoyoGrade::XX,1253,Freq::F3,985,1152
励,WaniKani::L26,JLPT::N1,JoyoGrade::XX,1254,Freq::F3,1506,1459
掃,WaniKani::L31,JLPT::N2,JoyoGrade::XX,1255,Freq::F3,1579,1591
雲,WaniKani::L08,JLPT::N2,JoyoGrade::XX,1256,Freq::F3,908,1120
掘,WaniKani::L42,JLPT::N2,JoyoGrade::XX,1257,Freq::F3,1254,1312
縦,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1258,Freq::F3,1266,1238
輝,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1259,Freq::F3,1100,1215
蓄,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1260,Freq::F3,1734,1701
